year,tournament,start date,type,surface,draw,atp points,atp ranking,tournament prize money,round,opponent,ranking,score,stats link,tournament.1,tournament round,time,winner,player1 name,player1 nationality,player1 aces,player1 double faults,player1 1st serves in,player1 1st serves total,player1 1st serve points won,player1 1st serve points total,player1 2nd serve points won,player1 2nd serve points total,player1 break points won,player1 break points total,player1 service games played,player1 1st serve return points won,player1 1st serve return points total,player1 2nd serve return points won,player1 2nd serve return points total,player1 break points converted won,player1 break points converted total,player1 return games played,player1 total service points won,player1 total service points total,player1 total return points won,player1 total return points total,player1 total points won,player1 total points total,player2 name,player2 nationality,player2 aces,player2 double faults,player2 1st serves in,player2 1st serves total,player2 1st serve points won,player2 1st serve points total,player2 2nd serve points won,player2 2nd serve points total,player2 break points won,player2 break points total,player2 service games played,player2 1st serve return points won,player2 1st serve return points total,player2 2nd serve return points won,player2 2nd serve return points total,player2 break points converted won,player2 break points converted total,player2 return games played,player2 total service points won,player2 total service points total,player2 total return points won,player2 total return points total,player2 total points won,player2 total points total,win
2005,"Tennis Masters Cup, Shanghai, China",2005-11-14,WC,Indoor: Carpet,Draw: 8,500,1.0,"$820,000",F,David Nalbandian (ARG),12,"L 7-6(4), 7-6(11), 2-6, 1-6, 6-7(3)",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=605&y=2005&r=7&p=F324,Tennis Masters Cup,F,273,David Nalbandian,Roger Federer,Switzerland,9.0,8.0,113.0,190.0,77.0,113.0,27.0,77.0,4.0,15.0,26.0,46.0,137.0,29.0,59.0,6.0,20.0,25.0,104.0,190.0,75.0,196.0,179.0,386.0,David Nalbandian,Argentina,2.0,6.0,137.0,196.0,91.0,137.0,30.0,59.0,14.0,20.0,25.0,36.0,113.0,50.0,77.0,11.0,15.0,26.0,121.0,196.0,86.0,190.0,207.0,386.0,False
2005,"Bangkok, Thailand",2005-09-26,WS,Indoor: Hard,Draw: 32,175,1.0,"$76,500",R32,Marcos Daniel (BRA),133,"W 7-6(4), 6-4",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=1720&y=2005&r=3&p=F324,Bangkok,R32,92,Roger Federer,Roger Federer,Switzerland,5.0,1.0,41.0,64.0,34.0,41.0,15.0,23.0,1.0,2.0,11.0,21.0,59.0,15.0,36.0,2.0,13.0,11.0,49.0,64.0,36.0,95.0,85.0,159.0,Marcos Daniel,Brazil,4.0,4.0,59.0,95.0,38.0,59.0,21.0,36.0,11.0,13.0,11.0,7.0,41.0,8.0,23.0,1.0,2.0,11.0,59.0,95.0,15.0,64.0,74.0,159.0,True
2005,"Bangkok, Thailand",2005-09-26,WS,Indoor: Hard,Draw: 32,175,1.0,"$76,500",R16,Denis Gremelmayr (GER),239,"W 6-3, 6-2",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=1720&y=2005&r=4&p=F324,Bangkok,R16,63,Roger Federer,Roger Federer,Switzerland,3.0,1.0,38.0,66.0,31.0,38.0,14.0,28.0,7.0,7.0,9.0,7.0,26.0,15.0,24.0,3.0,5.0,8.0,45.0,66.0,22.0,50.0,67.0,116.0,Denis Gremelmayr,Germany,1.0,3.0,26.0,50.0,19.0,26.0,9.0,24.0,2.0,5.0,8.0,7.0,38.0,14.0,28.0,0.0,7.0,9.0,28.0,50.0,21.0,66.0,49.0,116.0,True
2005,"Bangkok, Thailand",2005-09-26,WS,Indoor: Hard,Draw: 32,175,1.0,"$76,500",Q,Gilles Muller (LUX),66,"W 6-4, 6-3",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=1720&y=2005&r=5&p=F324,Bangkok,Q,71,Roger Federer,Roger Federer,Switzerland,6.0,0.0,28.0,50.0,24.0,28.0,13.0,22.0,0.0,0.0,9.0,12.0,39.0,17.0,29.0,3.0,11.0,10.0,37.0,50.0,29.0,68.0,66.0,118.0,Gilles Muller,Luxembourg,7.0,3.0,39.0,68.0,27.0,39.0,12.0,29.0,8.0,11.0,10.0,4.0,28.0,9.0,22.0,0.0,0.0,9.0,39.0,68.0,13.0,50.0,52.0,118.0,True
2005,"Bangkok, Thailand",2005-09-26,WS,Indoor: Hard,Draw: 32,175,1.0,"$76,500",S,Jarkko Nieminen (FIN),42,"W 6-3, 6-4",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=1720&y=2005&r=6&p=F324,Bangkok,S,57,Roger Federer,Roger Federer,Switzerland,4.0,2.0,44.0,56.0,33.0,44.0,7.0,12.0,2.0,3.0,10.0,17.0,39.0,6.0,12.0,3.0,5.0,9.0,40.0,56.0,23.0,51.0,63.0,107.0,Jarkko Nieminen,Finland,2.0,1.0,39.0,51.0,22.0,39.0,6.0,12.0,2.0,5.0,9.0,11.0,44.0,5.0,12.0,1.0,3.0,10.0,28.0,51.0,16.0,56.0,44.0,107.0,True
2005,"Bangkok, Thailand",2005-09-26,WS,Indoor: Hard,Draw: 32,175,1.0,"$76,500",W,Andy Murray (GBR),109,"W 6-3, 7-5",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=1720&y=2005&r=7&p=F324,Bangkok,F,86,Roger Federer,Roger Federer,Switzerland,2.0,2.0,36.0,67.0,26.0,36.0,21.0,31.0,2.0,3.0,11.0,10.0,34.0,21.0,41.0,3.0,9.0,10.0,47.0,67.0,31.0,75.0,78.0,142.0,Andy Murray,Great Britain,6.0,3.0,34.0,75.0,24.0,34.0,20.0,41.0,6.0,9.0,10.0,10.0,36.0,10.0,31.0,1.0,3.0,11.0,44.0,75.0,20.0,67.0,64.0,142.0,True
2005,"SUI vs. GBR WG PO, Geneva, Switzerland",2005-09-23,DC,Indoor: Clay,Draw: 4,,1.0,$,RR,Alan Mackin (GBR),262,"W 6-0, 6-0, 6-2",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=3365&y=2005&r=-7&p=F324,SUI vs. GBR WG PO,RR,0,Roger Federer,Roger Federer,Switzerland,,,,,,,,,,,,,,,,,,,,,,,,,Alan Mackin,Great Britain,,,,,,,,,,,,,,,,,,,,,,,,,True
2005,"US Open, NY, U.S.A.",2005-08-29,GS,Outdoor: Hard,Draw: 128,"1,000",1.0,"$1,100,000",R128,Ivo Minar (CZE),77,"W 6-1, 6-1, 6-1",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=560&y=2005&r=1&p=F324,US Open,R128,63,Roger Federer,Roger Federer,Switzerland,11.0,2.0,45.0,63.0,38.0,45.0,9.0,18.0,1.0,1.0,11.0,16.0,35.0,18.0,24.0,7.0,10.0,10.0,47.0,63.0,34.0,59.0,81.0,122.0,Ivo Minar,Czech Republic,3.0,3.0,35.0,59.0,19.0,35.0,6.0,24.0,3.0,10.0,10.0,7.0,45.0,9.0,18.0,0.0,1.0,11.0,25.0,59.0,16.0,63.0,41.0,122.0,True
2005,"US Open, NY, U.S.A.",2005-08-29,GS,Outdoor: Hard,Draw: 128,"1,000",1.0,"$1,100,000",R64,Fabrice Santoro (FRA),76,"W 7-5, 7-5, 7-6(2)",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=560&y=2005&r=2&p=F324,US Open,R64,137,Roger Federer,Roger Federer,Switzerland,9.0,3.0,76.0,111.0,61.0,76.0,18.0,35.0,4.0,6.0,18.0,30.0,78.0,18.0,42.0,4.0,10.0,18.0,79.0,111.0,48.0,120.0,127.0,231.0,Fabrice Santoro,France,5.0,0.0,78.0,120.0,48.0,78.0,24.0,42.0,6.0,10.0,18.0,15.0,76.0,17.0,35.0,2.0,6.0,18.0,72.0,120.0,32.0,111.0,104.0,231.0,True
2005,"US Open, NY, U.S.A.",2005-08-29,GS,Outdoor: Hard,Draw: 128,"1,000",1.0,"$1,100,000",R32,Olivier Rochus (BEL),29,"W 6-3, 7-6(6), 6-2",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=560&y=2005&r=3&p=F324,US Open,R32,114,Roger Federer,Roger Federer,Switzerland,10.0,2.0,66.0,95.0,56.0,66.0,13.0,29.0,1.0,2.0,15.0,24.0,62.0,16.0,35.0,4.0,8.0,14.0,69.0,95.0,40.0,97.0,109.0,192.0,Olivier Rochus,Belgium,2.0,3.0,62.0,97.0,38.0,62.0,19.0,35.0,4.0,8.0,14.0,10.0,66.0,16.0,29.0,1.0,2.0,15.0,57.0,97.0,26.0,95.0,83.0,192.0,True
2005,"US Open, NY, U.S.A.",2005-08-29,GS,Outdoor: Hard,Draw: 128,"1,000",1.0,"$1,100,000",R16,Nicolas Kiefer (GER),38,"W 6-4, 6-7(3), 6-3, 6-4",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=560&y=2005&r=4&p=F324,US Open,R16,180,Roger Federer,Roger Federer,Switzerland,7.0,4.0,81.0,133.0,58.0,81.0,31.0,52.0,4.0,6.0,21.0,19.0,71.0,31.0,60.0,5.0,11.0,20.0,89.0,133.0,50.0,131.0,139.0,264.0,Nicolas Kiefer,Germany,12.0,11.0,71.0,131.0,52.0,71.0,29.0,60.0,6.0,11.0,20.0,23.0,81.0,21.0,52.0,2.0,6.0,21.0,81.0,131.0,44.0,133.0,125.0,264.0,True
2005,"US Open, NY, U.S.A.",2005-08-29,GS,Outdoor: Hard,Draw: 128,"1,000",1.0,"$1,100,000",Q,David Nalbandian (ARG),11,"W 6-2, 6-4, 6-1",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=560&y=2005&r=5&p=F324,US Open,Q,99,Roger Federer,Roger Federer,Switzerland,11.0,0.0,40.0,74.0,32.0,40.0,18.0,34.0,3.0,5.0,13.0,19.0,42.0,22.0,33.0,7.0,11.0,12.0,50.0,74.0,41.0,75.0,91.0,149.0,David Nalbandian,Argentina,0.0,6.0,42.0,75.0,23.0,42.0,11.0,33.0,4.0,11.0,12.0,8.0,40.0,16.0,34.0,2.0,5.0,13.0,34.0,75.0,24.0,74.0,58.0,149.0,True
2005,"US Open, NY, U.S.A.",2005-08-29,GS,Outdoor: Hard,Draw: 128,"1,000",1.0,"$1,100,000",S,Lleyton Hewitt (AUS),4,"W 6-3, 7-6(0), 4-6, 6-3",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=560&y=2005&r=6&p=F324,US Open,S,178,Roger Federer,Roger Federer,Switzerland,8.0,2.0,91.0,150.0,62.0,91.0,34.0,59.0,10.0,13.0,21.0,16.0,69.0,43.0,71.0,4.0,15.0,19.0,96.0,150.0,59.0,140.0,155.0,290.0,Lleyton Hewitt,Australia,6.0,8.0,69.0,140.0,53.0,69.0,28.0,71.0,11.0,15.0,19.0,29.0,91.0,25.0,59.0,3.0,13.0,21.0,81.0,140.0,54.0,150.0,135.0,290.0,True
2005,"US Open, NY, U.S.A.",2005-08-29,GS,Outdoor: Hard,Draw: 128,"1,000",1.0,"$1,100,000",W,Andre Agassi (USA),7,"W 6-3, 2-6, 7-6(1), 6-1",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=560&y=2005&r=7&p=F324,US Open,F,139,Roger Federer,Roger Federer,Switzerland,19.0,0.0,81.0,107.0,60.0,81.0,15.0,26.0,3.0,6.0,19.0,33.0,78.0,24.0,53.0,4.0,18.0,17.0,75.0,107.0,57.0,131.0,132.0,238.0,Andre Agassi,United States,6.0,4.0,78.0,131.0,45.0,78.0,29.0,53.0,14.0,18.0,17.0,21.0,81.0,11.0,26.0,3.0,6.0,19.0,74.0,131.0,32.0,107.0,106.0,238.0,True
2005,"ATP Masters Series Cincinnati, Ohio, USA",2005-08-15,SU,Outdoor: Hard,Draw: 64,500,1.0,"$400,000",R64,James Blake (USA),70,"W 7-6(3), 7-5",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=422&y=2005&r=2&p=F324,ATP Masters Series Cincinnati,R64,98,Roger Federer,Roger Federer,Switzerland,4.0,2.0,50.0,79.0,35.0,50.0,19.0,29.0,4.0,5.0,12.0,15.0,52.0,17.0,33.0,2.0,4.0,12.0,54.0,79.0,32.0,85.0,86.0,164.0,James Blake,United States,8.0,3.0,52.0,85.0,37.0,52.0,16.0,33.0,2.0,4.0,12.0,15.0,50.0,10.0,29.0,1.0,5.0,12.0,53.0,85.0,25.0,79.0,78.0,164.0,True
2005,"ATP Masters Series Cincinnati, Ohio, USA",2005-08-15,SU,Outdoor: Hard,Draw: 64,500,1.0,"$400,000",R32,Nicolas Kiefer (GER),38,"W 4-6, 6-4, 6-4",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=422&y=2005&r=3&p=F324,ATP Masters Series Cincinnati,R32,133,Roger Federer,Roger Federer,Switzerland,7.0,2.0,48.0,82.0,37.0,48.0,17.0,34.0,2.0,6.0,15.0,13.0,44.0,29.0,53.0,5.0,11.0,15.0,54.0,82.0,42.0,97.0,96.0,179.0,Nicolas Kiefer,Germany,7.0,4.0,44.0,97.0,31.0,44.0,24.0,53.0,6.0,11.0,15.0,11.0,48.0,17.0,34.0,4.0,6.0,15.0,55.0,97.0,28.0,82.0,83.0,179.0,True
2005,"ATP Masters Series Cincinnati, Ohio, USA",2005-08-15,SU,Outdoor: Hard,Draw: 64,500,1.0,"$400,000",R16,Olivier Rochus (BEL),34,"W 6-3, 6-4",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=422&y=2005&r=4&p=F324,ATP Masters Series Cincinnati,R16,63,Roger Federer,Roger Federer,Switzerland,14.0,2.0,37.0,50.0,32.0,37.0,8.0,13.0,0.0,0.0,10.0,13.0,35.0,6.0,19.0,2.0,5.0,9.0,40.0,50.0,19.0,54.0,59.0,104.0,Olivier Rochus,Belgium,0.0,2.0,35.0,54.0,22.0,35.0,13.0,19.0,3.0,5.0,9.0,5.0,37.0,5.0,13.0,0.0,0.0,10.0,35.0,54.0,10.0,50.0,45.0,104.0,True
2005,"ATP Masters Series Cincinnati, Ohio, USA",2005-08-15,SU,Outdoor: Hard,Draw: 64,500,1.0,"$400,000",Q,Jose Acasuso (ARG),52,"W 6-4, 6-3",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=422&y=2005&r=5&p=F324,ATP Masters Series Cincinnati,Q,76,Roger Federer,Roger Federer,Switzerland,7.0,1.0,38.0,60.0,27.0,38.0,16.0,22.0,2.0,3.0,10.0,7.0,27.0,19.0,32.0,3.0,7.0,9.0,43.0,60.0,26.0,59.0,69.0,119.0,Jose Acasuso,Argentina,6.0,0.0,27.0,59.0,20.0,27.0,13.0,32.0,4.0,7.0,9.0,11.0,38.0,6.0,22.0,1.0,3.0,10.0,33.0,59.0,17.0,60.0,50.0,119.0,True
2005,"ATP Masters Series Cincinnati, Ohio, USA",2005-08-15,SU,Outdoor: Hard,Draw: 64,500,1.0,"$400,000",S,Robby Ginepri (USA),58,"W 4-6, 7-5, 6-4",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=422&y=2005&r=6&p=F324,ATP Masters Series Cincinnati,S,108,Roger Federer,Roger Federer,Switzerland,12.0,1.0,49.0,77.0,42.0,49.0,19.0,28.0,0.0,1.0,16.0,20.0,66.0,12.0,31.0,2.0,4.0,16.0,61.0,77.0,32.0,97.0,93.0,174.0,Robby Ginepri,United States,3.0,0.0,66.0,97.0,46.0,66.0,19.0,31.0,2.0,4.0,16.0,7.0,49.0,9.0,28.0,1.0,1.0,16.0,65.0,97.0,16.0,77.0,81.0,174.0,True
2005,"ATP Masters Series Cincinnati, Ohio, USA",2005-08-15,SU,Outdoor: Hard,Draw: 64,500,1.0,"$400,000",W,Andy Roddick (USA),5,"W 6-3, 7-5",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=422&y=2005&r=7&p=F324,ATP Masters Series Cincinnati,F,75,Roger Federer,Roger Federer,Switzerland,5.0,1.0,32.0,50.0,28.0,32.0,10.0,18.0,1.0,2.0,10.0,9.0,33.0,14.0,26.0,4.0,6.0,11.0,38.0,50.0,23.0,59.0,61.0,109.0,Andy Roddick,United States,11.0,1.0,33.0,59.0,24.0,33.0,12.0,26.0,2.0,6.0,11.0,4.0,32.0,8.0,18.0,1.0,2.0,10.0,36.0,59.0,12.0,50.0,48.0,109.0,True
2005,"Wimbledon, England",2005-06-20,GS,Outdoor: Grass,Draw: 128,"1,000",1.0,"$1,152,900",R128,Paul-Henri Mathieu (FRA),58,"W 6-4, 6-2, 6-4",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=540&y=2005&r=1&p=F324,Wimbledon,R128,110,Roger Federer,Roger Federer,Switzerland,18.0,1.0,51.0,72.0,43.0,51.0,12.0,21.0,1.0,2.0,14.0,22.0,59.0,19.0,36.0,5.0,15.0,14.0,55.0,72.0,41.0,95.0,96.0,167.0,Paul-Henri Mathieu,France,2.0,2.0,59.0,95.0,37.0,59.0,17.0,36.0,10.0,15.0,14.0,8.0,51.0,9.0,21.0,1.0,2.0,14.0,54.0,95.0,17.0,72.0,71.0,167.0,True
2005,"Wimbledon, England",2005-06-20,GS,Outdoor: Grass,Draw: 128,"1,000",1.0,"$1,152,900",R64,Ivo Minar (CZE),99,"W 6-4, 6-4, 6-1",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=540&y=2005&r=2&p=F324,Wimbledon,R64,82,Roger Federer,Roger Federer,Switzerland,10.0,1.0,54.0,72.0,46.0,54.0,12.0,18.0,2.0,2.0,14.0,16.0,51.0,25.0,42.0,4.0,7.0,13.0,58.0,72.0,41.0,93.0,99.0,165.0,Ivo Minar,Czech Republic,3.0,6.0,51.0,93.0,35.0,51.0,17.0,42.0,3.0,7.0,13.0,8.0,54.0,6.0,18.0,0.0,2.0,14.0,52.0,93.0,14.0,72.0,66.0,165.0,True
2005,"Wimbledon, England",2005-06-20,GS,Outdoor: Grass,Draw: 128,"1,000",1.0,"$1,152,900",R32,Nicolas Kiefer (GER),26,"W 6-2, 6-7(5), 6-1, 7-5",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=540&y=2005&r=3&p=F324,Wimbledon,R32,155,Roger Federer,Roger Federer,Switzerland,14.0,4.0,81.0,115.0,58.0,81.0,22.0,34.0,2.0,4.0,20.0,12.0,56.0,33.0,52.0,7.0,9.0,19.0,80.0,115.0,45.0,108.0,125.0,223.0,Nicolas Kiefer,Germany,5.0,2.0,56.0,108.0,44.0,56.0,19.0,52.0,2.0,9.0,19.0,23.0,81.0,12.0,34.0,2.0,4.0,20.0,63.0,108.0,35.0,115.0,98.0,223.0,True
2005,"Wimbledon, England",2005-06-20,GS,Outdoor: Grass,Draw: 128,"1,000",1.0,"$1,152,900",R16,Juan Carlos Ferrero (ESP),31,"W 6-3, 6-4, 7-6(6)",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=540&y=2005&r=4&p=F324,Wimbledon,R16,135,Roger Federer,Roger Federer,Switzerland,12.0,1.0,67.0,102.0,53.0,67.0,19.0,35.0,2.0,3.0,16.0,20.0,73.0,22.0,37.0,3.0,9.0,15.0,72.0,102.0,42.0,110.0,114.0,212.0,Juan Carlos Ferrero,Spain,4.0,3.0,73.0,110.0,53.0,73.0,15.0,37.0,6.0,9.0,15.0,14.0,67.0,16.0,35.0,1.0,3.0,16.0,68.0,110.0,30.0,102.0,98.0,212.0,True
2005,"Wimbledon, England",2005-06-20,GS,Outdoor: Grass,Draw: 128,"1,000",1.0,"$1,152,900",Q,Fernando Gonzalez (CHI),24,"W 7-5, 6-2, 7-6(2)",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=540&y=2005&r=5&p=F324,Wimbledon,Q,111,Roger Federer,Roger Federer,Switzerland,9.0,0.0,53.0,89.0,41.0,53.0,26.0,36.0,2.0,3.0,16.0,23.0,65.0,15.0,33.0,4.0,6.0,16.0,67.0,89.0,38.0,98.0,105.0,187.0,Fernando Gonzalez,Chile,5.0,4.0,65.0,98.0,42.0,65.0,18.0,33.0,2.0,6.0,16.0,12.0,53.0,10.0,36.0,1.0,3.0,16.0,60.0,98.0,22.0,89.0,82.0,187.0,True
2005,"Wimbledon, England",2005-06-20,GS,Outdoor: Grass,Draw: 128,"1,000",1.0,"$1,152,900",S,Lleyton Hewitt (AUS),2,"W 6-3, 6-4, 7-6(4)",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=540&y=2005&r=6&p=F324,Wimbledon,S,128,Roger Federer,Roger Federer,Switzerland,10.0,3.0,49.0,94.0,42.0,49.0,26.0,45.0,0.0,1.0,16.0,12.0,47.0,24.0,55.0,3.0,8.0,15.0,68.0,94.0,36.0,102.0,104.0,196.0,Lleyton Hewitt,Australia,5.0,4.0,47.0,102.0,35.0,47.0,31.0,55.0,5.0,8.0,15.0,7.0,49.0,19.0,45.0,1.0,1.0,16.0,66.0,102.0,26.0,94.0,92.0,196.0,True
2005,"Wimbledon, England",2005-06-20,GS,Outdoor: Grass,Draw: 128,"1,000",1.0,"$1,152,900",W,Andy Roddick (USA),4,"W 6-2, 7-6(2), 6-4",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=540&y=2005&r=7&p=F324,Wimbledon,F,101,Roger Federer,Roger Federer,Switzerland,12.0,0.0,49.0,79.0,40.0,49.0,22.0,30.0,1.0,2.0,15.0,22.0,68.0,17.0,28.0,4.0,9.0,15.0,62.0,79.0,39.0,96.0,101.0,175.0,Andy Roddick,United States,7.0,1.0,68.0,96.0,46.0,68.0,11.0,28.0,5.0,9.0,15.0,9.0,49.0,8.0,30.0,1.0,2.0,15.0,57.0,96.0,17.0,79.0,74.0,175.0,True
2005,"Halle, Germany",2005-06-06,WS,Outdoor: Grass,Draw: 32,225,1.0,"$113,000",R32,Robin Soderling (SWE),35,"W 6-7(5), 7-6(6), 6-4",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=500&y=2005&r=3&p=F324,Halle,R32,141,Roger Federer,Roger Federer,Switzerland,9.0,2.0,80.0,112.0,61.0,80.0,18.0,32.0,3.0,5.0,17.0,15.0,76.0,27.0,49.0,3.0,14.0,17.0,79.0,112.0,42.0,125.0,121.0,237.0,Robin Soderling,Sweden,15.0,7.0,76.0,125.0,61.0,76.0,22.0,49.0,11.0,14.0,17.0,19.0,80.0,14.0,32.0,2.0,5.0,17.0,83.0,125.0,33.0,112.0,116.0,237.0,True
2005,"Halle, Germany",2005-06-06,WS,Outdoor: Grass,Draw: 32,225,1.0,"$113,000",R16,Florian Mayer (GER),60,"W 6-2, 6-4",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=500&y=2005&r=4&p=F324,Halle,R16,58,Roger Federer,Roger Federer,Switzerland,5.0,1.0,33.0,43.0,27.0,33.0,4.0,10.0,0.0,2.0,9.0,14.0,37.0,19.0,25.0,5.0,9.0,9.0,31.0,43.0,33.0,62.0,64.0,105.0,Florian Mayer,Germany,3.0,2.0,37.0,62.0,23.0,37.0,6.0,25.0,4.0,9.0,9.0,6.0,33.0,6.0,10.0,2.0,2.0,9.0,29.0,62.0,12.0,43.0,41.0,105.0,True
2005,"Halle, Germany",2005-06-06,WS,Outdoor: Grass,Draw: 32,225,1.0,"$113,000",Q,Philipp Kohlschreiber (GER),71,"W 6-3, 6-4",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=500&y=2005&r=5&p=F324,Halle,Q,62,Roger Federer,Roger Federer,Switzerland,10.0,2.0,38.0,56.0,30.0,38.0,12.0,18.0,3.0,3.0,10.0,7.0,29.0,9.0,20.0,2.0,3.0,9.0,42.0,56.0,16.0,49.0,58.0,105.0,Philipp Kohlschreiber,Germany,3.0,0.0,29.0,49.0,22.0,29.0,11.0,20.0,1.0,3.0,9.0,8.0,38.0,6.0,18.0,0.0,3.0,10.0,33.0,49.0,14.0,56.0,47.0,105.0,True
2005,"Halle, Germany",2005-06-06,WS,Outdoor: Grass,Draw: 32,225,1.0,"$113,000",S,Tommy Haas (GER),23,"W 6-4, 7-6(9)",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=500&y=2005&r=6&p=F324,Halle,S,99,Roger Federer,Roger Federer,Switzerland,8.0,0.0,44.0,63.0,40.0,44.0,12.0,19.0,0.0,0.0,11.0,16.0,55.0,11.0,30.0,1.0,9.0,11.0,52.0,63.0,27.0,85.0,79.0,148.0,Tommy Haas,Germany,7.0,2.0,55.0,85.0,39.0,55.0,19.0,30.0,8.0,9.0,11.0,4.0,44.0,7.0,19.0,0.0,0.0,11.0,58.0,85.0,11.0,63.0,69.0,148.0,True
2005,"Halle, Germany",2005-06-06,WS,Outdoor: Grass,Draw: 32,225,1.0,"$113,000",W,Marat Safin (RUS),5,"W 6-4, 6-7(6), 6-4",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=500&y=2005&r=7&p=F324,Halle,F,125,Roger Federer,Roger Federer,Switzerland,9.0,1.0,59.0,97.0,44.0,59.0,28.0,38.0,5.0,6.0,16.0,13.0,66.0,16.0,31.0,3.0,4.0,16.0,72.0,97.0,29.0,97.0,101.0,194.0,Marat Safin,Russian Federation,12.0,0.0,66.0,97.0,53.0,66.0,15.0,31.0,1.0,4.0,16.0,15.0,59.0,10.0,38.0,1.0,6.0,16.0,68.0,97.0,25.0,97.0,93.0,194.0,True
2005,"Roland Garros, France",2005-05-23,GS,Outdoor: Clay,Draw: 128,450,1.0,"$275,990",R128,Dudi Sela (ISR),264,"W 6-1, 6-4, 6-0",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=520&y=2005&r=1&p=F324,Roland Garros,R128,89,Roger Federer,Roger Federer,Switzerland,2.0,5.0,47.0,75.0,33.0,47.0,14.0,28.0,4.0,6.0,12.0,29.0,49.0,18.0,30.0,8.0,16.0,11.0,47.0,75.0,47.0,79.0,94.0,154.0,Dudi Sela,Israel,0.0,5.0,49.0,79.0,20.0,49.0,12.0,30.0,8.0,16.0,11.0,14.0,47.0,14.0,28.0,2.0,6.0,12.0,32.0,79.0,28.0,75.0,60.0,154.0,True
2005,"Roland Garros, France",2005-05-23,GS,Outdoor: Clay,Draw: 128,450,1.0,"$275,990",R64,Nicolas Almagro (ESP),76,"W 6-3, 7-6(0), 6-2",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=520&y=2005&r=2&p=F324,Roland Garros,R64,107,Roger Federer,Roger Federer,Switzerland,6.0,3.0,53.0,88.0,43.0,53.0,22.0,35.0,1.0,2.0,15.0,16.0,54.0,23.0,37.0,4.0,10.0,14.0,65.0,88.0,39.0,91.0,104.0,179.0,Nicolas Almagro,Spain,7.0,6.0,54.0,91.0,38.0,54.0,14.0,37.0,6.0,10.0,14.0,10.0,53.0,13.0,35.0,1.0,2.0,15.0,52.0,91.0,23.0,88.0,75.0,179.0,True
2005,"Roland Garros, France",2005-05-23,GS,Outdoor: Clay,Draw: 128,450,1.0,"$275,990",R32,Fernando Gonzalez (CHI),26,"W 7-6(9), 7-5, 6-2",http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=520&y=2005&r=3&p=F324,Roland Garros,R32,130,Roger Federer,Roger Federer,Switzerland,11.0,1.0,63.0,96.0,49.0,63.0,22.0,33.0,1.0,3.0,16.0,19.0,60.0,26.0,52.0,5.0,8.0,16.0,71.0,96.0,45.0,112.0,116.0,208.0,Fernando Gonzalez,Chile,1.0,6.0,60.0,112.0,41.0,60.0,26.0,52.0,3.0,8.0,16.0,14.0,63.0,11.0,33.0,2.0,3.0,16.0,67.0,112.0,25.0,96.0,92.0,208.0,True
